Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Pink Painted Wood
appliedenergistics2:facade:0, Cable Facade - Gray Painted Wood
appliedenergistics2:facade:0, Cable Facade - Light Gray Painted Wood
appliedenergistics2:facade:0, Cable Facade - Cyan Painted Wood
appliedenergistics2:facade:0, Cable Facade - Purple Painted Wood
appliedenergistics2:facade:0, Cable Facade - Blue Painted Wood
appliedenergistics2:facade:0, Cable Facade - Brown Painted Wood
appliedenergistics2:facade:0, Cable Facade - Green Painted Wood
appliedenergistics2:facade:0, Cable Facade - Red Painted Wood
appliedenergistics2:facade:0, Cable Facade - Black Painted Wood
appliedenergistics2:facade:0, Cable Facade - Fertile Soil
appliedenergistics2:facade:0, Cable Facade - Olive Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ironwood Planks
appliedenergistics2:facade:0, Cable Facade - Olive Wood
appliedenergistics2:facade:0, Cable Facade - Ironwood
appliedenergistics2:facade:0, Cable Facade - Olive Leaves
appliedenergistics2:facade:0, Cable Facade - Ironwood Leaves
appliedenergistics2:facade:0, Cable Facade - Apple Leaves
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Swamp Oak Leaves
appliedenergistics2:facade:0, Cable Facade - White Cave Crystal
appliedenergistics2:facade:0, Cable Facade - Ender Biotite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Biotite
appliedenergistics2:facade:0, Cable Facade - Chiseled Biotite Block
appliedenergistics2:facade:0, Cable Facade - Pillar Biotite Block
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Jasper
appliedenergistics2:facade:0, Cable Facade - Slate
appliedenergistics2:facade:0, Cable Facade - Brimstone
appliedenergistics2:facade:0, Cable Facade - Brimstone Bricks
appliedenergistics2:facade:0, Cable Facade - Elder Prismarine
appliedenergistics2:facade:0, Cable Facade - Elder Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Glowcelium
appliedenergistics2:facade:0, Cable Facade - Glowshroom
appliedenergistics2:facade:0, Cable Facade - Polished Sandstone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - White Stained Planks
appliedenergistics2:facade:0, Cable Facade - Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - White Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - Oak Bark
appliedenergistics2:facade:0, Cable Facade - Sturdy Stone
appliedenergistics2:facade:0, Cable Facade - Iron Plate
appliedenergistics2:facade:0, Cable Facade - Sandy Bricks
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Charred Nether Brick
appliedenergistics2:facade:0, Cable Facade - Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Midori Block
appliedenergistics2:facade:0, Cable Facade - Midori Pillar
appliedenergistics2:facade:0, Cable Facade - Magma Bricks
appliedenergistics2:facade:0, Cable Facade - Duskbound Block
appliedenergistics2:facade:0, Cable Facade - Duskbound Lantern
appliedenergistics2:facade:0, Cable Facade - Granite Pavement
appliedenergistics2:facade:0, Cable Facade - Sugar Cane Block
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Oak Wood
appliedenergistics2:facade:0, Cable Facade - Soul Sandstone
appliedenergistics2:facade:0, Cable Facade - Turf Block
appliedenergistics2:facade:0, Cable Facade - Netherwrought Stone
appliedenergistics2:facade:0, Cable Facade - White Quilted Wool
appliedenergistics2:facade:0, Cable Facade - Sugar Block
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Lit Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Blaze Lantern
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Coral Reef
appliedenergistics2:facade:0, Cable Facade - Dry Reef
appliedenergistics2:facade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Tin Wall Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:facade:0, Cable Facade - Silicon Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dirt
appliedenergistics2:facade:0, Cable Facade - Moon Rock
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_1.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_2.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.asteroids_slab.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Wire
appliedenergistics2:facade:0, Cable Facade - tile.concealed_repeater_pow.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Repeater
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Desh Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mars Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Block of Desh
appliedenergistics2:facade:0, Cable Facade - Mars Stone
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dark Decoration Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Venus Soft Rock
appliedenergistics2:facade:0, Cable Facade - Venus Hard Rock
appliedenergistics2:facade:0, Cable Facade - Venus Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Pumice
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick I
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick II
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Solar Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Venus Rock
appliedenergistics2:facade:0, Cable Facade - Defiled Stone
appliedenergistics2:facade:0, Cable Facade - Defiled Sand
appliedenergistics2:facade:0, Cable Facade - Defiled Sandstone
appliedenergistics2:facade:0, Cable Facade - Defiled Dirt
appliedenergistics2:facade:0, Cable Facade - Defiled Grass
appliedenergistics2:facade:0, Cable Facade - Defiled Gravel
appliedenergistics2:facade:0, Cable Facade - Tenebra Wood
appliedenergistics2:facade:0, Cable Facade - Tenebra Leaves
appliedenergistics2:facade:0, Cable Facade - Tenebra Wood Planks
appliedenergistics2:facade:0, Cable Facade - Defiled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Defiled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Defiled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Defiled Stone
appliedenergistics2:facade:0, Cable Facade - Ravaging Stone
appliedenergistics2:facade:0, Cable Facade - Ravaging Bricks
appliedenergistics2:facade:0, Cable Facade - Hephaestite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Hephaestite
appliedenergistics2:facade:0, Cable Facade - Umbrium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Umbrium
appliedenergistics2:facade:0, Cable Facade - Scarlite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Scarlite
appliedenergistics2:facade:0, Cable Facade - Red Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Brown Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Wood
appliedenergistics2:facade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:facade:0, Cable Facade - Red Rock
appliedenergistics2:facade:0, Cable Facade - Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Red Rock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Crag Rock
appliedenergistics2:facade:0, Cable Facade - Crag Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Crag Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Crag Rock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mercury Surface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Stone
appliedenergistics2:facade:0, Cable Facade - Mercury Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Tin Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Copper Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Ore
appliedenergistics2:facade:0, Cable Facade - Block of Mercury
appliedenergistics2:facade:0, Cable Facade - Mercury Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mercury Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Carbon Ore
appliedenergistics2:facade:0, Cable Facade - Block of Carbon
appliedenergistics2:facade:0, Cable Facade - Mercury Gravel
appliedenergistics2:facade:0, Cable Facade - Ceres Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ceres Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ceres Stone
appliedenergistics2:facade:0, Cable Facade - Ceres Iron Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Tin Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Copper Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Ceres Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Ceres Gravel
appliedenergistics2:facade:0, Cable Facade - Jupiter Surface Rock
appliedenergistics2:facade:0, Cable Facade - Jupiter Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Jupiter Stone
appliedenergistics2:facade:0, Cable Facade - Jupiter Iron Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Tin Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Copper Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Block of Palladium
appliedenergistics2:facade:0, Cable Facade - Jupiter Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Jupiter Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Jupiter Red Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of Red Gem
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Jupiter Gravel
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Orange Sand
appliedenergistics2:facade:0, Cable Facade - Orange Sandstone
appliedenergistics2:facade:0, Cable Facade - Saturn Surface Rock
appliedenergistics2:facade:0, Cable Facade - Saturn Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Saturn Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Iron Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Tin Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Copper Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium
appliedenergistics2:facade:0, Cable Facade - Saturn Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Saturn Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Saturn Broken Infected Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Infected Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Slime Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Gravel
appliedenergistics2:facade:0, Cable Facade - Uranus Surface Rock
appliedenergistics2:facade:0, Cable Facade - Uranus Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Uranus Stone
appliedenergistics2:facade:0, Cable Facade - Uranus Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Block of Crystal
appliedenergistics2:facade:0, Cable Facade - Uranus Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Uranus Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Uranus White Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of White Gem
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Neptune Surface Rock
appliedenergistics2:facade:0, Cable Facade - Neptune Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Neptune Stone
appliedenergistics2:facade:0, Cable Facade - Neptune Iron Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Tin Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Copper Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Neptune Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Neptune Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Neptune Blue Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of Blue Gem
appliedenergistics2:facade:0, Cable Facade - Frozen Nitrogen
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Stone
appliedenergistics2:facade:0, Cable Facade - Pluto Iron Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Tin Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Copper Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Pluto Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Pluto Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Pluto Gravel
appliedenergistics2:facade:0, Cable Facade - Eris Surface Rock
appliedenergistics2:facade:0, Cable Facade - Eris Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Eris Stone
appliedenergistics2:facade:0, Cable Facade - Eris Iron Ore
appliedenergistics2:facade:0, Cable Facade - Eris Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eris Copper Ore
appliedenergistics2:facade:0, Cable Facade - Eris Dark Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Dark Iron
